Date,Product,Quantity
2023-12-30,Laundry Detergent,14
2023-12-30,Olive Oil,29
2023-12-30,Organic Green Tea,50
2023-12-30,Shampoo,27
2023-12-30,Sparkling Water,54
2023-12-30,Whole Wheat Bread,60
2023-12-31,Cat Food,37
2023-12-31,Chocolate Bars,63
2023-12-31,Coffee Beans,75
2023-12-31,Energy Drinks,52
2023-12-31,Laundry Detergent,13
2023-12-31,Olive Oil,32
2023-12-31,Organic Green Tea,46
2023-12-31,Shampoo,24
2023-12-31,Sparkling Water,40
2023-12-31,Whole Wheat Bread,58
2024-01-01,Cat Food,28
2024-01-01,Chocolate Bars,51
2024-01-01,Coffee Beans,49
2024-01-01,Energy Drinks,40
2024-01-01,Laundry Detergent,11
2024-01-01,Olive Oil,28
2024-01-01,Organic Green Tea,42
2024-01-01,Shampoo,23
2024-01-01,Sparkling Water,52
2024-01-01,Whole Wheat Bread,54
2024-01-02,Cat Food,38
2024-01-02,Chocolate Bars,25
2024-01-02,Coffee Beans,54
2024-01-02,Energy Drinks,45
2024-01-02,Laundry Detergent,12
2024-01-02,Olive Oil,28
2024-01-02,Organic Green Tea,32
2024-01-02,Shampoo,23
2024-01-02,Sparkling Water,41
2024-01-02,Whole Wheat Bread,64
2024-01-03,Cat Food,28
2024-01-03,Chocolate Bars,22
2024-01-03,Coffee Beans,53
2024-01-03,Energy Drinks,28
2024-01-03,Laundry Detergent,11
2024-01-03,Olive Oil,27
2024-01-03,Organic Green Tea,47
2024-01-03,Shampoo,19
2024-01-03,Sparkling Water,42
2024-01-03,Whole Wheat Bread,42
2024-01-04,Cat Food,37
2024-01-04,Chocolate Bars,41
2024-01-04,Coffee Beans,53
2024-01-04,Energy Drinks,38
2024-01-04,Laundry Detergent,14
2024-01-04,Olive Oil,27
2024-01-04,Organic Green Tea,44
2024-01-04,Shampoo,25
2024-01-04,Sparkling Water,47
2024-01-04,Whole Wheat Bread,63
2024-01-05,Cat Food,33
2024-01-05,Chocolate Bars,31
2024-01-05,Coffee Beans,47
2024-01-05,Energy Drinks,28
2024-01-05,Laundry Detergent,12
2024-01-05,Olive Oil,30
2024-01-05,Organic Green Tea,47
2024-01-05,Shampoo,24
2024-01-05,Sparkling Water,43
2024-01-05,Whole Wheat Bread,58
2024-01-06,Cat Food,37
2024-01-06,Chocolate Bars,40
2024-01-06,Coffee Beans,69
2024-01-06,Energy Drinks,55
2024-01-06,Laundry Detergent,14
2024-01-06,Olive Oil,24
2024-01-06,Organic Green Tea,30
2024-01-06,Shampoo,24
2024-01-06,Sparkling Water,59
2024-01-06,Whole Wheat Bread,54
2024-01-07,Cat Food,30
2024-01-07,Chocolate Bars,36
2024-01-07,Coffee Beans,74
2024-01-07,Energy Drinks,40
2024-01-07,Laundry Detergent,17
2024-01-07,Olive Oil,33
2024-01-07,Organic Green Tea,58
2024-01-07,Shampoo,22
2024-01-07,Sparkling Water,53
2024-01-07,Whole Wheat Bread,55
2024-01-08,Cat Food,38
2024-01-08,Chocolate Bars,34
2024-01-08,Coffee Beans,64
2024-01-08,Energy Drinks,33
2024-01-08,Laundry Detergent,17
2024-01-08,Olive Oil,26
2024-01-08,Organic Green Tea,42
2024-01-08,Shampoo,23
2024-01-08,Sparkling Water,37
2024-01-08,Whole Wheat Bread,65
2024-01-09,Cat Food,29
2024-01-09,Chocolate Bars,47
2024-01-09,Coffee Beans,60
2024-01-09,Energy Drinks,28
2024-01-09,Laundry Detergent,14
2024-01-09,Olive Oil,31
2024-01-09,Organic Green Tea,48
2024-01-09,Shampoo,23
2024-01-09,Sparkling Water,45
2024-01-09,Whole Wheat Bread,51
2024-01-10,Cat Food,32
2024-01-10,Chocolate Bars,41
2024-01-10,Coffee Beans,70
2024-01-10,Energy Drinks,43
2024-01-10,Laundry Detergent,14
2024-01-10,Olive Oil,24
2024-01-10,Organic Green Tea,37
2024-01-10,Shampoo,25
2024-01-10,Sparkling Water,33
2024-01-10,Whole Wheat Bread,50
2024-01-11,Cat Food,31
2024-01-11,Chocolate Bars,42
2024-01-11,Coffee Beans,47
2024-01-11,Energy Drinks,45
2024-01-11,Laundry Detergent,18
2024-01-11,Olive Oil,31
2024-01-11,Organic Green Tea,46
2024-01-11,Shampoo,23
2024-01-11,Sparkling Water,43
2024-01-11,Whole Wheat Bread,62
2024-01-12,Cat Food,28
2024-01-12,Chocolate Bars,26
2024-01-12,Coffee Beans,60
2024-01-12,Energy Drinks,35
2024-01-12,Laundry Detergent,15
2024-01-12,Olive Oil,31
2024-01-12,Organic Green Tea,37
2024-01-12,Shampoo,27
2024-01-12,Sparkling Water,42
2024-01-12,Whole Wheat Bread,58
2024-01-13,Cat Food,35
2024-01-13,Chocolate Bars,33
2024-01-13,Coffee Beans,71
2024-01-13,Energy Drinks,53
2024-01-13,Laundry Detergent,14
2024-01-13,Olive Oil,30
2024-01-13,Organic Green Tea,43
2024-01-13,Shampoo,24
2024-01-13,Sparkling Water,49
2024-01-13,Whole Wheat Bread,56
2024-01-14,Cat Food,41
2024-01-14,Chocolate Bars,19
2024-01-14,Coffee Beans,92
2024-01-14,Energy Drinks,33
2024-01-14,Laundry Detergent,11
2024-01-14,Olive Oil,26
2024-01-14,Organic Green Tea,58
2024-01-14,Shampoo,21
2024-01-14,Sparkling Water,49
2024-01-14,Whole Wheat Bread,63
2024-01-15,Cat Food,44
2024-01-15,Chocolate Bars,30
2024-01-15,Coffee Beans,47
2024-01-15,Energy Drinks,34
2024-01-15,Laundry Detergent,15
2024-01-15,Olive Oil,30
2024-01-15,Organic Green Tea,42
2024-01-15,Shampoo,23
2024-01-15,Sparkling Water,28
2024-01-15,Whole Wheat Bread,50
2024-01-16,Cat Food,35
2024-01-16,Chocolate Bars,43
2024-01-16,Coffee Beans,46
2024-01-16,Energy Drinks,37
2024-01-16,Laundry Detergent,16
2024-01-16,Olive Oil,25
2024-01-16,Organic Green Tea,44
2024-01-16,Shampoo,22
2024-01-16,Sparkling Water,38
2024-01-16,Whole Wheat Bread,62
2024-01-17,Cat Food,38
2024-01-17,Chocolate Bars,40
2024-01-17,Coffee Beans,48
2024-01-17,Energy Drinks,62
2024-01-17,Laundry Detergent,13
2024-01-17,Olive Oil,28
2024-01-17,Organic Green Tea,47
2024-01-17,Shampoo,19
2024-01-17,Sparkling Water,43
2024-01-17,Whole Wheat Bread,62
2024-01-18,Cat Food,35
2024-01-18,Chocolate Bars,34
2024-01-18,Coffee Beans,36
2024-01-18,Energy Drinks,27
2024-01-18,Laundry Detergent,15
2024-01-18,Olive Oil,33
2024-01-18,Organic Green Tea,45
2024-01-18,Shampoo,27
2024-01-18,Sparkling Water,44
2024-01-18,Whole Wheat Bread,59
2024-01-19,Cat Food,36
2024-01-19,Chocolate Bars,36
2024-01-19,Coffee Beans,49
2024-01-19,Energy Drinks,51
2024-01-19,Laundry Detergent,14
2024-01-19,Olive Oil,32
2024-01-19,Organic Green Tea,44
2024-01-19,Shampoo,25
2024-01-19,Sparkling Water,35
2024-01-19,Whole Wheat Bread,58
2024-01-20,Cat Food,33
2024-01-20,Chocolate Bars,37
2024-01-20,Coffee Beans,61
2024-01-20,Energy Drinks,65
2024-01-20,Laundry Detergent,14
2024-01-20,Olive Oil,29
2024-01-20,Organic Green Tea,49
2024-01-20,Shampoo,25
2024-01-20,Sparkling Water,63
2024-01-20,Whole Wheat Bread,73
2024-01-21,Cat Food,35
2024-01-21,Chocolate Bars,45
2024-01-21,Coffee Beans,71
2024-01-21,Energy Drinks,56
2024-01-21,Laundry Detergent,9
2024-01-21,Olive Oil,26
2024-01-21,Organic Green Tea,61
2024-01-21,Shampoo,24
2024-01-21,Sparkling Water,43
2024-01-21,Whole Wheat Bread,62
2024-01-22,Cat Food,37
2024-01-22,Chocolate Bars,42
2024-01-22,Coffee Beans,56
2024-01-22,Energy Drinks,54
2024-01-22,Laundry Detergent,14
2024-01-22,Olive Oil,32
2024-01-22,Organic Green Tea,43
2024-01-22,Shampoo,21
2024-01-22,Sparkling Water,50
2024-01-22,Whole Wheat Bread,50
2024-01-23,Cat Food,33
2024-01-23,Chocolate Bars,24
2024-01-23,Coffee Beans,68
2024-01-23,Energy Drinks,41
2024-01-23,Laundry Detergent,16
2024-01-23,Olive Oil,29
2024-01-23,Organic Green Tea,44
2024-01-23,Shampoo,23
2024-01-23,Sparkling Water,46
2024-01-23,Whole Wheat Bread,59
2024-01-24,Cat Food,35
2024-01-24,Chocolate Bars,38
2024-01-24,Coffee Beans,61
2024-01-24,Energy Drinks,41
2024-01-24,Laundry Detergent,13
2024-01-24,Olive Oil,21
2024-01-24,Organic Green Tea,49
2024-01-24,Shampoo,25
2024-01-24,Sparkling Water,38
2024-01-24,Whole Wheat Bread,68
2024-01-25,Cat Food,35
2024-01-25,Chocolate Bars,43
2024-01-25,Coffee Beans,49
2024-01-25,Energy Drinks,37
2024-01-25,Laundry Detergent,14
2024-01-25,Olive Oil,32
2024-01-25,Organic Green Tea,49
2024-01-25,Shampoo,22
2024-01-25,Sparkling Water,56
2024-01-25,Whole Wheat Bread,51
2024-01-26,Cat Food,38
2024-01-26,Chocolate Bars,33
2024-01-26,Coffee Beans,46
2024-01-26,Energy Drinks,49
2024-01-26,Laundry Detergent,13
2024-01-26,Olive Oil,29
2024-01-26,Organic Green Tea,50
2024-01-26,Shampoo,19
2024-01-26,Sparkling Water,34
2024-01-26,Whole Wheat Bread,54
2024-01-27,Cat Food,31
2024-01-27,Chocolate Bars,49
2024-01-27,Coffee Beans,75
2024-01-27,Energy Drinks,67
2024-01-27,Laundry Detergent,15
2024-01-27,Olive Oil,34
2024-01-27,Organic Green Tea,51
2024-01-27,Shampoo,23
2024-01-27,Sparkling Water,60
2024-01-27,Whole Wheat Bread,65
2024-01-28,Cat Food,35
2024-01-28,Chocolate Bars,68
2024-01-28,Coffee Beans,56
2024-01-28,Energy Drinks,44
2024-01-28,Laundry Detergent,14
2024-01-28,Olive Oil,26
2024-01-28,Organic Green Tea,41
2024-01-28,Shampoo,23
2024-01-28,Sparkling Water,61
2024-01-28,Whole Wheat Bread,62
2024-01-29,Cat Food,42
2024-01-29,Chocolate Bars,35
2024-01-29,Coffee Beans,68
2024-01-29,Energy Drinks,25
2024-01-29,Laundry Detergent,12
2024-01-29,Olive Oil,18
2024-01-29,Organic Green Tea,52
2024-01-29,Shampoo,24
2024-01-29,Sparkling Water,38
2024-01-29,Whole Wheat Bread,51
2024-01-30,Cat Food,39
2024-01-30,Chocolate Bars,39
2024-01-30,Coffee Beans,63
2024-01-30,Energy Drinks,36
2024-01-30,Laundry Detergent,17
2024-01-30,Olive Oil,30
2024-01-30,Organic Green Tea,38
2024-01-30,Shampoo,25
2024-01-30,Sparkling Water,54
2024-01-30,Whole Wheat Bread,63
2024-01-31,Cat Food,40
2024-01-31,Chocolate Bars,31
2024-01-31,Coffee Beans,50
2024-01-31,Energy Drinks,30
2024-01-31,Laundry Detergent,16
2024-01-31,Olive Oil,31
2024-01-31,Organic Green Tea,45
2024-01-31,Shampoo,25
2024-01-31,Sparkling Water,41
2024-01-31,Whole Wheat Bread,70
2024-02-01,Cat Food,35
2024-02-01,Chocolate Bars,56
2024-02-01,Coffee Beans,40
2024-02-01,Energy Drinks,37
2024-02-01,Laundry Detergent,13
2024-02-01,Olive Oil,24
2024-02-01,Organic Green Tea,40
2024-02-01,Shampoo,24
2024-02-01,Sparkling Water,45
2024-02-01,Whole Wheat Bread,58
2024-02-02,Cat Food,36
2024-02-02,Chocolate Bars,59
2024-02-02,Coffee Beans,65
2024-02-02,Energy Drinks,49
2024-02-02,Laundry Detergent,15
2024-02-02,Olive Oil,26
2024-02-02,Organic Green Tea,43
2024-02-02,Shampoo,26
2024-02-02,Sparkling Water,45
2024-02-02,Whole Wheat Bread,52
2024-02-03,Cat Food,39
2024-02-03,Chocolate Bars,68
2024-02-03,Coffee Beans,69
2024-02-03,Energy Drinks,47
2024-02-03,Laundry Detergent,16
2024-02-03,Olive Oil,39
2024-02-03,Organic Green Tea,50
2024-02-03,Shampoo,21
2024-02-03,Sparkling Water,50
2024-02-03,Whole Wheat Bread,53
2024-02-04,Cat Food,41
2024-02-04,Chocolate Bars,52
2024-02-04,Coffee Beans,83
2024-02-04,Energy Drinks,52
2024-02-04,Laundry Detergent,16
2024-02-04,Olive Oil,29
2024-02-04,Organic Green Tea,50
2024-02-04,Shampoo,25
2024-02-04,Sparkling Water,59
2024-02-04,Whole Wheat Bread,64
2024-02-05,Cat Food,28
2024-02-05,Chocolate Bars,57
2024-02-05,Coffee Beans,41
2024-02-05,Energy Drinks,38
2024-02-05,Laundry Detergent,11
2024-02-05,Olive Oil,32
2024-02-05,Organic Green Tea,46
2024-02-05,Shampoo,25
2024-02-05,Sparkling Water,49
2024-02-05,Whole Wheat Bread,63
2024-02-06,Cat Food,31
2024-02-06,Chocolate Bars,71
2024-02-06,Coffee Beans,49
2024-02-06,Energy Drinks,46
2024-02-06,Laundry Detergent,17
2024-02-06,Olive Oil,27
2024-02-06,Organic Green Tea,53
2024-02-06,Shampoo,21
2024-02-06,Sparkling Water,30
2024-02-06,Whole Wheat Bread,59
2024-02-07,Cat Food,40
2024-02-07,Chocolate Bars,60
2024-02-07,Coffee Beans,54
2024-02-07,Energy Drinks,17
2024-02-07,Laundry Detergent,13
2024-02-07,Olive Oil,22
2024-02-07,Organic Green Tea,47
2024-02-07,Shampoo,21
2024-02-07,Sparkling Water,53
2024-02-07,Whole Wheat Bread,57
2024-02-08,Cat Food,34
2024-02-08,Chocolate Bars,65
2024-02-08,Coffee Beans,54
2024-02-08,Energy Drinks,32
2024-02-08,Laundry Detergent,14
2024-02-08,Olive Oil,29
2024-02-08,Organic Green Tea,43
2024-02-08,Shampoo,22
2024-02-08,Sparkling Water,30
2024-02-08,Whole Wheat Bread,53
2024-02-09,Cat Food,33
2024-02-09,Chocolate Bars,52
2024-02-09,Coffee Beans,50
2024-02-09,Energy Drinks,40
2024-02-09,Laundry Detergent,20
2024-02-09,Olive Oil,29
2024-02-09,Organic Green Tea,49
2024-02-09,Shampoo,23
2024-02-09,Sparkling Water,51
2024-02-09,Whole Wheat Bread,51
2024-02-10,Cat Food,31
2024-02-10,Chocolate Bars,76
2024-02-10,Coffee Beans,77
2024-02-10,Energy Drinks,69
2024-02-10,Laundry Detergent,15
2024-02-10,Olive Oil,28
2024-02-10,Organic Green Tea,56
2024-02-10,Shampoo,25
2024-02-10,Sparkling Water,63
2024-02-10,Whole Wheat Bread,68
2024-02-11,Cat Food,33
2024-02-11,Chocolate Bars,69
2024-02-11,Coffee Beans,59
2024-02-11,Energy Drinks,47
2024-02-11,Laundry Detergent,14
2024-02-11,Olive Oil,29
2024-02-11,Organic Green Tea,42
2024-02-11,Shampoo,23
2024-02-11,Sparkling Water,42
2024-02-11,Whole Wheat Bread,68
2024-02-12,Cat Food,30
2024-02-12,Chocolate Bars,44
2024-02-12,Coffee Beans,53
2024-02-12,Energy Drinks,20
2024-02-12,Laundry Detergent,10
2024-02-12,Olive Oil,31
2024-02-12,Organic Green Tea,48
2024-02-12,Shampoo,22
2024-02-12,Sparkling Water,40
2024-02-12,Whole Wheat Bread,48
2024-02-13,Cat Food,43
2024-02-13,Chocolate Bars,58
2024-02-13,Coffee Beans,55
2024-02-13,Energy Drinks,44
2024-02-13,Laundry Detergent,17
2024-02-13,Olive Oil,29
2024-02-13,Organic Green Tea,48
2024-02-13,Shampoo,23
2024-02-13,Sparkling Water,35
2024-02-13,Whole Wheat Bread,66
2024-02-14,Cat Food,35
2024-02-14,Chocolate Bars,44
2024-02-14,Coffee Beans,58
2024-02-14,Energy Drinks,32
2024-02-14,Laundry Detergent,12
2024-02-14,Olive Oil,25
2024-02-14,Organic Green Tea,43
2024-02-14,Shampoo,26
2024-02-14,Sparkling Water,42
2024-02-14,Whole Wheat Bread,60
2024-02-15,Cat Food,35
2024-02-15,Chocolate Bars,48
2024-02-15,Coffee Beans,60
2024-02-15,Energy Drinks,27
2024-02-15,Laundry Detergent,12
2024-02-15,Olive Oil,32
2024-02-15,Organic Green Tea,52
2024-02-15,Shampoo,24
2024-02-15,Sparkling Water,41
2024-02-15,Whole Wheat Bread,65
2024-02-16,Cat Food,38
2024-02-16,Chocolate Bars,57
2024-02-16,Coffee Beans,45
2024-02-16,Energy Drinks,32
2024-02-16,Laundry Detergent,14
2024-02-16,Olive Oil,23
2024-02-16,Organic Green Tea,44
2024-02-16,Shampoo,24
2024-02-16,Sparkling Water,50
2024-02-16,Whole Wheat Bread,49
2024-02-17,Cat Food,39
2024-02-17,Chocolate Bars,70
2024-02-17,Coffee Beans,54
2024-02-17,Energy Drinks,51
2024-02-17,Laundry Detergent,18
2024-02-17,Olive Oil,23
2024-02-17,Organic Green Tea,50
2024-02-17,Shampoo,24
2024-02-17,Sparkling Water,65
2024-02-17,Whole Wheat Bread,54
2024-02-18,Cat Food,39
2024-02-18,Chocolate Bars,50
2024-02-18,Coffee Beans,84
2024-02-18,Energy Drinks,45
2024-02-18,Laundry Detergent,16
2024-02-18,Olive Oil,33
2024-02-18,Organic Green Tea,48
2024-02-18,Shampoo,26
2024-02-18,Sparkling Water,66
2024-02-18,Whole Wheat Bread,62
2024-02-19,Cat Food,39
2024-02-19,Chocolate Bars,67
2024-02-19,Coffee Beans,57
2024-02-19,Energy Drinks,17
2024-02-19,Laundry Detergent,14
2024-02-19,Olive Oil,32
2024-02-19,Organic Green Tea,45
2024-02-19,Shampoo,23
2024-02-19,Sparkling Water,39
2024-02-19,Whole Wheat Bread,60
2024-02-20,Cat Food,33
2024-02-20,Chocolate Bars,61
2024-02-20,Coffee Beans,48
2024-02-20,Energy Drinks,47
2024-02-20,Laundry Detergent,15
2024-02-20,Olive Oil,30
2024-02-20,Organic Green Tea,39
2024-02-20,Shampoo,26
2024-02-20,Sparkling Water,42
2024-02-20,Whole Wheat Bread,67
2024-02-21,Cat Food,35
2024-02-21,Chocolate Bars,47
2024-02-21,Coffee Beans,67
2024-02-21,Energy Drinks,50
2024-02-21,Laundry Detergent,13
2024-02-21,Olive Oil,25
2024-02-21,Organic Green Tea,37
2024-02-21,Shampoo,24
2024-02-21,Sparkling Water,31
2024-02-21,Whole Wheat Bread,61
2024-02-22,Cat Food,39
2024-02-22,Chocolate Bars,38
2024-02-22,Coffee Beans,56
2024-02-22,Energy Drinks,44
2024-02-22,Laundry Detergent,15
2024-02-22,Olive Oil,28
2024-02-22,Organic Green Tea,54
2024-02-22,Shampoo,24
2024-02-22,Sparkling Water,38
2024-02-22,Whole Wheat Bread,56
2024-02-23,Cat Food,34
2024-02-23,Chocolate Bars,54
2024-02-23,Coffee Beans,64
2024-02-23,Energy Drinks,27
2024-02-23,Laundry Detergent,15
2024-02-23,Olive Oil,29
2024-02-23,Organic Green Tea,40
2024-02-23,Shampoo,29
2024-02-23,Sparkling Water,52
2024-02-23,Whole Wheat Bread,51
2024-02-24,Cat Food,36
2024-02-24,Chocolate Bars,60
2024-02-24,Coffee Beans,72
2024-02-24,Energy Drinks,51
2024-02-24,Laundry Detergent,17
2024-02-24,Olive Oil,25
2024-02-24,Organic Green Tea,44
2024-02-24,Shampoo,22
2024-02-24,Sparkling Water,68
2024-02-24,Whole Wheat Bread,71
2024-02-25,Cat Food,37
2024-02-25,Chocolate Bars,68
2024-02-25,Coffee Beans,93
2024-02-25,Energy Drinks,54
2024-02-25,Laundry Detergent,17
2024-02-25,Olive Oil,28
2024-02-25,Organic Green Tea,37
2024-02-25,Shampoo,23
2024-02-25,Sparkling Water,41
2024-02-25,Whole Wheat Bread,57
2024-02-26,Cat Food,39
2024-02-26,Chocolate Bars,51
2024-02-26,Coffee Beans,69
2024-02-26,Energy Drinks,44
2024-02-26,Laundry Detergent,16
2024-02-26,Olive Oil,33
2024-02-26,Organic Green Tea,42
2024-02-26,Shampoo,22
2024-02-26,Sparkling Water,39
2024-02-26,Whole Wheat Bread,67
2024-02-27,Cat Food,30
2024-02-27,Chocolate Bars,33
2024-02-27,Coffee Beans,53
2024-02-27,Energy Drinks,45
2024-02-27,Laundry Detergent,14
2024-02-27,Olive Oil,36
2024-02-27,Organic Green Tea,38
2024-02-27,Shampoo,26
2024-02-27,Sparkling Water,44
2024-02-27,Whole Wheat Bread,56
2024-02-28,Cat Food,39
2024-02-28,Chocolate Bars,51
2024-02-28,Coffee Beans,63
2024-02-28,Energy Drinks,31
2024-02-28,Laundry Detergent,16
2024-02-28,Olive Oil,29
2024-02-28,Organic Green Tea,54
2024-02-28,Shampoo,27
2024-02-28,Sparkling Water,47
2024-02-28,Whole Wheat Bread,66
2024-02-29,Cat Food,35
2024-02-29,Chocolate Bars,35
2024-02-29,Coffee Beans,60
2024-02-29,Energy Drinks,39
2024-02-29,Laundry Detergent,14
2024-02-29,Olive Oil,33
2024-02-29,Organic Green Tea,51
2024-02-29,Shampoo,27
2024-02-29,Sparkling Water,38
2024-02-29,Whole Wheat Bread,61
2024-03-01,Cat Food,39
2024-03-01,Chocolate Bars,29
2024-03-01,Coffee Beans,60
2024-03-01,Energy Drinks,48
2024-03-01,Laundry Detergent,12
2024-03-01,Olive Oil,21
2024-03-01,Organic Green Tea,57
2024-03-01,Shampoo,26
2024-03-01,Sparkling Water,88
2024-03-01,Whole Wheat Bread,54
2024-03-02,Cat Food,39
2024-03-02,Chocolate Bars,27
2024-03-02,Coffee Beans,55
2024-03-02,Energy Drinks,82
2024-03-02,Laundry Detergent,14
2024-03-02,Olive Oil,30
2024-03-02,Organic Green Tea,88
2024-03-02,Shampoo,24
2024-03-02,Sparkling Water,89
2024-03-02,Whole Wheat Bread,57
2024-03-03,Cat Food,42
2024-03-03,Chocolate Bars,41
2024-03-03,Coffee Beans,72
2024-03-03,Energy Drinks,70
2024-03-03,Laundry Detergent,15
2024-03-03,Olive Oil,25
2024-03-03,Organic Green Tea,77
2024-03-03,Shampoo,23
2024-03-03,Sparkling Water,98
2024-03-03,Whole Wheat Bread,58
2024-03-04,Cat Food,41
2024-03-04,Chocolate Bars,16
2024-03-04,Coffee Beans,58
2024-03-04,Energy Drinks,51
2024-03-04,Laundry Detergent,17
2024-03-04,Olive Oil,29
2024-03-04,Organic Green Tea,60
2024-03-04,Shampoo,21
2024-03-04,Sparkling Water,90
2024-03-04,Whole Wheat Bread,57
2024-03-05,Cat Food,41
2024-03-05,Chocolate Bars,32
2024-03-05,Coffee Beans,37
2024-03-05,Energy Drinks,44
2024-03-05,Laundry Detergent,14
2024-03-05,Olive Oil,27
2024-03-05,Organic Green Tea,44
2024-03-05,Shampoo,28
2024-03-05,Sparkling Water,82
2024-03-05,Whole Wheat Bread,55
2024-03-06,Cat Food,41
2024-03-06,Chocolate Bars,25
2024-03-06,Coffee Beans,41
2024-03-06,Energy Drinks,58
2024-03-06,Laundry Detergent,12
2024-03-06,Olive Oil,32
2024-03-06,Organic Green Tea,80
2024-03-06,Shampoo,25
2024-03-06,Sparkling Water,75
2024-03-06,Whole Wheat Bread,51
2024-03-07,Cat Food,37
2024-03-07,Chocolate Bars,30
2024-03-07,Coffee Beans,35
2024-03-07,Energy Drinks,47
2024-03-07,Laundry Detergent,15
2024-03-07,Olive Oil,25
2024-03-07,Organic Green Tea,53
2024-03-07,Shampoo,23
2024-03-07,Sparkling Water,80
2024-03-07,Whole Wheat Bread,54
2024-03-08,Cat Food,54
2024-03-08,Chocolate Bars,38
2024-03-08,Coffee Beans,67
2024-03-08,Energy Drinks,49
2024-03-08,Laundry Detergent,19
2024-03-08,Olive Oil,40
2024-03-08,Organic Green Tea,73
2024-03-08,Shampoo,40
2024-03-08,Sparkling Water,107
2024-03-08,Whole Wheat Bread,77
2024-03-09,Cat Food,54
2024-03-09,Chocolate Bars,52
2024-03-09,Coffee Beans,95
2024-03-09,Energy Drinks,120
2024-03-09,Laundry Detergent,22
2024-03-09,Olive Oil,40
2024-03-09,Organic Green Tea,102
2024-03-09,Shampoo,31
2024-03-09,Sparkling Water,137
2024-03-09,Whole Wheat Bread,67
2024-03-10,Cat Food,56
2024-03-10,Chocolate Bars,43
2024-03-10,Coffee Beans,110
2024-03-10,Energy Drinks,105
2024-03-10,Laundry Detergent,23
2024-03-10,Olive Oil,39
2024-03-10,Organic Green Tea,128
2024-03-10,Shampoo,35
2024-03-10,Sparkling Water,126
2024-03-10,Whole Wheat Bread,87
2024-03-11,Cat Food,49
2024-03-11,Chocolate Bars,29
2024-03-11,Coffee Beans,76
2024-03-11,Energy Drinks,53
2024-03-11,Laundry Detergent,23
2024-03-11,Olive Oil,37
2024-03-11,Organic Green Tea,104
2024-03-11,Shampoo,32
2024-03-11,Sparkling Water,158
2024-03-11,Whole Wheat Bread,72
2024-03-12,Cat Food,51
2024-03-12,Chocolate Bars,47
2024-03-12,Coffee Beans,88
2024-03-12,Energy Drinks,55
2024-03-12,Laundry Detergent,18
2024-03-12,Olive Oil,37
2024-03-12,Organic Green Tea,100
2024-03-12,Shampoo,34
2024-03-12,Sparkling Water,123
2024-03-12,Whole Wheat Bread,66
2024-03-13,Cat Food,49
2024-03-13,Chocolate Bars,35
2024-03-13,Coffee Beans,60
2024-03-13,Energy Drinks,65
2024-03-13,Laundry Detergent,19
2024-03-13,Olive Oil,37
2024-03-13,Organic Green Tea,91
2024-03-13,Shampoo,36
2024-03-13,Sparkling Water,103
2024-03-13,Whole Wheat Bread,66
2024-03-14,Cat Food,46
2024-03-14,Chocolate Bars,37
2024-03-14,Coffee Beans,55
2024-03-14,Energy Drinks,68
2024-03-14,Laundry Detergent,16
2024-03-14,Olive Oil,39
2024-03-14,Organic Green Tea,105
2024-03-14,Shampoo,30
2024-03-14,Sparkling Water,129
2024-03-14,Whole Wheat Bread,61
2024-03-15,Cat Food,41
2024-03-15,Chocolate Bars,32
2024-03-15,Coffee Beans,50
2024-03-15,Energy Drinks,45
2024-03-15,Laundry Detergent,16
2024-03-15,Olive Oil,29
2024-03-15,Organic Green Tea,70
2024-03-15,Shampoo,24
2024-03-15,Sparkling Water,78
2024-03-15,Whole Wheat Bread,47
2024-03-16,Cat Food,37
2024-03-16,Chocolate Bars,25
2024-03-16,Coffee Beans,69
2024-03-16,Energy Drinks,65
2024-03-16,Laundry Detergent,18
2024-03-16,Olive Oil,28
2024-03-16,Organic Green Tea,73
2024-03-16,Shampoo,26
2024-03-16,Sparkling Water,120
2024-03-16,Whole Wheat Bread,56
2024-03-17,Cat Food,44
2024-03-17,Chocolate Bars,35
2024-03-17,Coffee Beans,65
2024-03-17,Energy Drinks,86
2024-03-17,Laundry Detergent,14
2024-03-17,Olive Oil,31
2024-03-17,Organic Green Tea,71
2024-03-17,Shampoo,24
2024-03-17,Sparkling Water,106
2024-03-17,Whole Wheat Bread,72
2024-03-18,Cat Food,31
2024-03-18,Chocolate Bars,23
2024-03-18,Coffee Beans,35
2024-03-18,Energy Drinks,55
2024-03-18,Laundry Detergent,14
2024-03-18,Olive Oil,31
2024-03-18,Organic Green Tea,63
2024-03-18,Shampoo,26
2024-03-18,Sparkling Water,81
2024-03-18,Whole Wheat Bread,52
2024-03-19,Cat Food,35
2024-03-19,Chocolate Bars,25
2024-03-19,Coffee Beans,50
2024-03-19,Energy Drinks,45
2024-03-19,Laundry Detergent,18
2024-03-19,Olive Oil,25
2024-03-19,Organic Green Tea,58
2024-03-19,Shampoo,22
2024-03-19,Sparkling Water,90
2024-03-19,Whole Wheat Bread,56
2024-03-20,Cat Food,37
2024-03-20,Chocolate Bars,26
2024-03-20,Coffee Beans,41
2024-03-20,Energy Drinks,54
2024-03-20,Laundry Detergent,16
2024-03-20,Olive Oil,31
2024-03-20,Organic Green Tea,62
2024-03-20,Shampoo,24
2024-03-20,Sparkling Water,60
2024-03-20,Whole Wheat Bread,57
2024-03-21,Cat Food,41
2024-03-21,Chocolate Bars,18
